ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente
CLI4605,1,0,21,0,7,2,1,3,2003,2,17440,44,2.789,30,0,162
CLI4606,0,1,31,0,5,2,1,1,1993,3,20383,13,1.629,30,1,248
CLI4607,0,1,80,0,2,0,1,3,1944,0,43148,28,0.7,30,0,431
CLI4608,1,1,92,0,8,0,0,2,1932,0,56516,47,0.779,30,1,108
CLI4609,1,0,23,0,3,2,1,4,2001,2,13560,38,2.616,30,0,508
CLI4610,1,1,87,0,8,0,0,2,1937,0,100925,49,1.111,120,0,431
CLI4611,1,0,22,0,3,2,1,1,2002,2,23847,9,2.306,30,1,132
CLI4612,1,0,65,0,7,0,1,1,1959,1,75995,19,0.72,120,1,171
CLI4613,1,1,46,1,0,0,2,3,1978,1,53430,15,0.681,30,0,320
CLI4614,1,1,61,1,1,0,1,4,1963,1,37675,40,1.209,30,1,184
CLI4615,1,1,45,1,0,0,1,2,1979,1,89056,17,1.123,50,0,325
CLI4616,1,1,53,1,7,0,1,1,1971,1,125627,15,1.561,50,1,221
CLI4617,1,1,79,1,2,0,0,4,1945,0,57303,27,0.72,80,0,35
CLI4618,1,1,57,0,0,0,2,6,1967,1,54968,14,1.697,30,0,435
CLI4619,0,0,28,1,8,2,1,1,1996,3,22520,26,2.133,30,1,396
CLI4620,1,1,62,1,0,0,1,2,1962,1,125947,23,1.346,50,0,55
CLI4621,1,1,88,0,8,0,0,2,1936,0,105608,15,1.365,120,0,410
CLI4622,1,1,91,0,2,0,1,7,1933,0,46275,22,0.564,30,1,102
CLI4623,1,1,53,1,0,0,2,2,1971,1,23862,20,1.502,30,0,499
CLI4624,0,1,52,1,5,0,2,2,1972,1,99085,33,11.305,50,0,45
CLI4625,0,1,52,1,5,0,2,2,1972,1,28555,35,1.502,30,0,526
CLI4626,0,1,91,0,8,0,0,2,1933,0,28878,14,0.876,30,1,181
CLI4627,0,1,42,0,4,0,1,1,1982,3,110175,16,1.054,120,1,103
CLI4628,1,0,32,1,3,1,1,3,1992,3,25727,1,1.606,30,1,190
CLI4629,1,1,55,1,7,0,2,4,1969,1,44150,46,0.74,30,0,571
CLI4630,0,1,57,0,4,0,2,4,1967,1,31184,48,0.564,30,0,149
CLI4631,1,1,74,0,8,0,0,2,1950,1,77339,24,0.915,120,0,217
CLI4632,1,0,36,1,7,1,1,8,1988,3,19607,40,1.652,30,1,159
CLI4633,1,1,40,0,2,1,0,6,1984,3,112998,39,1.468,30,1,175
CLI4634,1,1,72,0,7,0,2,4,1952,1,29178,28,0.955,30,1,112
CLI4635,0,0,28,0,6,2,1,9,1996,3,20403,28,2.754,30,1,375
CLI4636,1,1,30,0,7,2,1,4,1994,3,25019,25,0.778,30,1,149
CLI4637,1,1,24,0,5,2,1,4,2000,2,21171,41,1.029,30,0,305
CLI4638,1,1,56,0,4,0,2,3,1968,1,124288,30,1.482,200,0,344
CLI4639,0,0,46,1,7,0,1,1,1978,1,52261,35,1.482,50,0,457
CLI4640,1,1,51,1,0,0,2,4,1973,1,89083,40,1.033,80,1,389
CLI4641,0,0,25,0,3,2,1,3,1999,2,30485,27,2.961,30,0,573
CLI4642,1,1,88,1,8,0,0,2,1936,0,43712,7,0.72,50,0,336
CLI4643,0,1,44,1,7,0,1,6,1980,1,50042,3,1.928,30,0,390
CLI4644,0,1,53,1,0,0,2,2,1971,1,62671,5,1.033,50,1,170
CLI4645,0,0,61,1,0,0,1,1,1963,1,88654,10,1.326,50,1,148
CLI4646,1,1,40,1,7,1,1,3,1984,3,60859,1,1.192,30,0,436
CLI4647,1,1,45,1,0,0,2,2,1979,1,51858,5,0.663,50,0,432
CLI4648,0,0,35,1,0,1,1,3,1989,3,26441,48,1.054,30,1,318
CLI4649,1,1,41,1,7,1,2,2,1983,3,71236,28,1.606,50,0,156
CLI4650,1,0,33,0,3,1,1,2,1991,3,28391,16,1.169,30,0,300
CLI4651,0,1,87,1,8,0,1,1,1937,0,25643,48,1.502,30,1,227
CLI4652,1,1,72,1,0,0,2,4,1952,1,94809,27,1.346,80,0,320
CLI4653,1,1,54,1,2,0,0,4,1970,1,33445,19,1.756,30,0,465
CLI4654,1,1,58,1,0,0,2,4,1966,1,117188,42,0.72,80,0,386
CLI4655,1,0,22,0,3,2,1,5,2002,2,15435,6,3.03,30,1,161
CLI4656,0,1,86,0,8,0,0,2,1938,0,127468,15,1.639,120,0,537
CLI4657,1,0,35,1,5,1,1,5,1989,3,22057,37,0.916,30,0,150
CLI4658,1,0,25,0,3,2,1,2,1999,2,30372,8,2.996,30,1,361
CLI4659,0,1,44,1,0,0,2,2,1980,1,77520,7,0.939,50,0,563
CLI4660,0,0,33,0,4,1,1,3,1991,3,30958,27,1.422,30,0,305
CLI4661,1,1,50,1,7,0,1,4,1974,1,30859,42,0.876,30,0,523
CLI4662,1,1,28,0,3,2,2,2,1996,3,23767,7,3.065,30,1,350
CLI4663,0,0,22,0,3,2,1,4,2002,2,20595,12,2.892,30,0,381
CLI4664,0,1,31,1,1,2,2,3,1993,3,28429,44,1.744,30,0,162
CLI4665,0,0,30,1,3,2,1,3,1994,3,21755,22,0.755,30,0,472
CLI4666,1,0,21,0,3,2,1,3,2003,2,20566,1,14.775,30,0,110
CLI4667,0,0,30,0,5,2,1,1,1994,3,27262,37,1.767,30,0,449
CLI4668,0,0,29,1,3,2,1,4,1995,3,19894,0,14.775,30,1,370
CLI4669,1,1,61,0,0,0,2,2,1963,1,69955,1,0.915,30,0,504
CLI4670,0,1,45,0,4,0,2,3,1979,1,64089,41,1.33,30,1,235
CLI4671,1,0,28,0,3,2,1,4,1996,3,27921,6,2.582,30,1,325
CLI4672,0,1,74,1,0,0,2,2,1950,1,99815,39,1.091,50,0,168
CLI4673,0,1,28,0,4,2,2,2,1996,3,30571,44,1.65,30,0,85
CLI4674,1,1,96,1,8,0,1,1,1928,0,77242,40,1.6,50,1,125
CLI4675,1,1,29,0,5,2,1,6,1995,3,27920,10,1.65,30,0,495
CLI4676,0,1,41,1,0,1,1,1,1983,3,113034,36,1.422,50,1,279
CLI4677,1,0,46,1,5,0,1,1,1978,1,42449,15,1.502,50,0,134
CLI4678,0,0,34,1,3,1,1,4,1990,3,30473,29,1.698,30,0,338
CLI4679,0,0,22,0,3,2,1,3,2002,2,17056,29,13.395,30,0,261
CLI4680,1,1,56,1,7,0,0,4,1968,1,55924,42,0.994,80,0,441
CLI4681,0,1,97,1,8,0,1,1,1927,0,45865,48,1.365,50,0,454
CLI4682,1,0,36,1,3,1,1,4,1988,3,20929,42,1.146,30,0,68
CLI4683,0,0,61,1,0,0,1,1,1963,1,90672,1,1.189,50,1,137
CLI4684,1,0,24,0,3,2,1,3,2000,2,16388,11,3.03,30,1,248
CLI4685,0,0,43,1,4,0,1,3,1981,3,33891,20,0.709,30,1,389
CLI4686,1,1,68,1,0,0,1,3,1956,1,64635,15,1.385,80,1,229
CLI4687,0,1,41,0,1,1,2,3,1983,3,88911,45,1.744,30,0,388
CLI4688,0,0,29,1,1,2,1,1,1995,3,30757,35,2.375,30,1,364
CLI4689,1,0,30,1,0,2,1,2,1994,3,21300,3,1.997,30,1,215
CLI4690,1,0,32,1,3,1,1,4,1992,3,18528,16,0.732,30,1,159
CLI4691,0,0,34,1,7,1,1,1,1990,3,27253,45,1.261,30,0,149
CLI4692,1,1,44,1,7,0,2,5,1980,1,40298,17,1.905,30,0,598
CLI4693,1,1,62,1,7,0,1,2,1962,1,36217,13,1.658,50,0,528
CLI4694,0,1,50,1,0,0,0,5,1974,1,64494,8,1.697,30,0,465
CLI4695,0,0,44,1,7,0,1,1,1980,1,48374,17,1.077,50,0,583
CLI4696,1,0,33,1,3,1,1,3,1991,3,26592,15,0.801,30,0,47
CLI4697,1,0,25,0,3,2,1,4,1999,2,24084,23,3.099,30,0,233
CLI4698,1,1,51,1,0,0,1,2,1973,1,70335,48,0.857,50,0,165
CLI4699,0,1,43,1,3,0,0,2,1981,3,58212,45,1.169,50,0,284
CLI4700,0,1,72,0,8,0,0,9,1952,1,25522,45,0.798,30,1,374
CLI4701,1,0,44,1,0,0,1,1,1980,1,50911,8,1.629,50,0,399
CLI4702,1,1,40,0,4,1,2,1,1984,3,93631,37,1.56,120,0,348
CLI4703,0,0,20,0,3,2,1,4,2004,2,23328,18,2.582,30,0,315
CLI4704,1,1,80,1,2,0,0,2,1944,0,71472,16,0.72,50,1,281
CLI4705,0,1,74,0,4,0,2,4,1950,1,117970,47,0.7,30,0,182
CLI4706,0,1,55,1,0,0,2,3,1969,1,105333,43,1.189,80,0,268
CLI4707,1,1,42,1,0,0,2,3,1982,3,93191,10,1.008,30,0,256
CLI4708,1,0,20,0,3,2,1,5,2004,2,15244,13,1.719,30,0,85
CLI4709,1,0,21,0,8,2,1,4,2003,2,18417,43,3.03,30,0,429
CLI4710,1,0,21,0,3,2,1,4,2003,2,17311,34,1.754,30,0,402
CLI4711,0,1,43,1,0,0,1,1,1981,3,99899,20,0.663,50,0,34
CLI4712,0,0,29,0,4,2,1,2,1995,3,19078,38,12.015,30,1,286
CLI4713,1,1,64,1,0,0,1,2,1960,1,87341,8,1.111,50,0,61
CLI4714,0,0,31,1,0,2,1,2,1993,3,26449,45,1.215,30,1,307
CLI4715,0,1,58,1,0,0,2,2,1966,1,49750,48,1.639,50,0,501
CLI4716,1,0,20,0,5,2,1,2,2004,2,12169,5,1.616,30,0,291
CLI4717,1,1,54,1,7,0,2,4,1970,1,31954,42,1.052,30,0,204
CLI4718,1,0,21,0,3,2,1,3,2003,2,20108,33,1.995,30,0,306
CLI4719,1,0,22,0,5,2,1,4,2002,2,12400,5,2.789,30,1,240
CLI4720,1,1,61,1,0,0,1,2,1963,1,69081,3,0.74,50,0,244
CLI4721,0,0,35,1,4,1,1,3,1989,3,25769,23,0.962,30,0,166
CLI4722,1,0,30,0,3,2,1,4,1994,3,18411,7,1.56,30,0,508
CLI4723,1,1,79,1,2,0,0,5,1945,0,128901,36,1.697,200,0,161
CLI4724,0,0,65,1,0,0,1,1,1959,1,61890,32,1.17,50,0,550
CLI4725,0,1,39,1,0,1,1,3,1985,3,19340,12,2.043,30,0,138
CLI4726,0,0,35,1,4,1,1,1,1989,3,26198,7,1.353,30,0,458
CLI4727,0,1,31,1,3,2,0,2,1993,3,26365,46,1.813,30,0,518
CLI4728,1,1,21,0,7,2,1,2,2003,2,16486,18,11.325,30,0,302
CLI4729,1,1,57,1,0,0,0,1,1967,1,93676,1,1.424,50,1,123
CLI4730,1,0,32,0,5,1,1,3,1992,3,24653,1,1.008,30,0,62
CLI4731,0,1,56,1,1,0,2,4,1968,1,24492,14,1.346,30,0,286
CLI4732,1,0,30,1,3,2,1,5,1994,3,29794,41,1.928,30,0,146
CLI4733,0,0,52,1,7,0,1,1,1972,1,110572,36,0.661,50,0,567
CLI4734,1,1,67,0,7,0,1,1,1957,1,59466,18,1.326,30,1,236
CLI4735,0,1,83,0,8,0,0,2,1941,0,63659,16,1.326,30,0,446
CLI4736,1,0,21,0,3,2,1,1,2003,2,22342,37,1.098,30,1,104
CLI4737,1,1,53,1,0,0,2,2,1971,1,82428,37,0.935,50,0,281
CLI4738,1,1,65,1,0,0,2,2,1959,1,88475,38,0.622,50,1,302
CLI4739,1,1,46,0,1,0,1,1,1978,1,49940,44,1.306,30,1,161
CLI4740,0,0,95,1,8,0,1,1,1929,0,36824,33,1.58,50,0,515
CLI4741,1,0,36,1,7,1,1,4,1988,3,24334,37,1.468,30,1,335
CLI4742,0,1,41,1,0,1,0,2,1983,3,46336,36,1.767,50,0,505
CLI4743,1,1,54,0,2,0,0,5,1970,1,111655,47,1.248,30,0,517
CLI4744,1,1,57,1,7,0,2,3,1967,1,31409,39,1.346,30,0,482
CLI4745,1,0,45,1,0,0,1,3,1979,1,104447,12,1.468,30,0,420
CLI4746,1,0,29,1,3,2,1,1,1995,3,21071,15,2.651,30,0,471
CLI4747,1,0,25,0,5,2,1,5,1999,2,30810,23,1.719,30,0,426
CLI4748,1,0,39,0,5,1,1,3,1985,3,20088,34,1.422,30,0,108
CLI4749,1,1,41,1,0,1,2,2,1983,3,118231,18,1.1,50,0,409
CLI4750,1,1,47,1,7,0,1,2,1977,1,22300,30,1.463,30,0,320
CLI4751,1,1,55,0,4,0,1,2,1969,1,82204,44,0.974,120,0,115
CLI4752,0,0,55,0,4,0,1,1,1969,1,59472,15,0.896,30,0,273
CLI4753,0,0,29,0,3,2,1,1,1995,3,26124,48,1.961,30,0,291
CLI4754,0,0,22,0,3,2,1,3,2002,2,21378,14,2.202,30,0,124
CLI4755,0,1,34,0,1,1,2,2,1990,3,24384,34,1.744,30,0,513
CLI4756,0,0,34,1,3,1,1,3,1990,3,18749,16,1.905,30,0,316
CLI4757,1,1,45,0,2,0,2,5,1979,1,26889,42,1.491,30,0,432
CLI4758,1,1,92,0,8,0,1,1,1932,0,40902,30,1.697,30,1,172
CLI4759,0,0,24,1,3,2,1,5,2000,2,12435,39,2.616,30,0,600
CLI4760,1,1,63,0,8,0,1,5,1961,1,105380,24,1.482,30,0,146
CLI4761,0,0,25,0,3,2,1,4,1999,2,26277,29,2.478,30,0,267
CLI4762,0,1,76,0,8,0,1,1,1948,1,24020,27,11.305,30,0,360
CLI4763,0,1,75,1,0,0,1,2,1949,1,124003,45,15.215,50,0,94
CLI4764,0,0,33,0,3,1,1,4,1991,3,22852,41,1.491,30,1,352
CLI4765,0,0,29,1,5,2,1,1,1995,3,27658,3,2.892,30,1,197
CLI4766,1,1,87,1,8,0,1,1,1937,0,40187,17,0.72,30,0,597
CLI4767,1,1,35,1,5,1,1,1,1989,3,19718,23,0.985,30,0,327
CLI4768,0,0,40,1,0,1,1,1,1984,3,46595,40,1.422,50,0,521
CLI4769,1,0,20,0,7,2,1,5,2004,2,12520,39,2.237,30,0,163
CLI4770,1,0,33,1,3,1,1,4,1991,3,19065,6,0.663,30,0,302
CLI4771,0,0,51,1,0,0,1,1,1973,1,25355,31,0.818,30,0,357
CLI4772,1,1,36,1,8,1,1,2,1988,3,18438,30,2.043,30,0,175
CLI4773,1,0,21,0,3,2,1,5,2003,2,20895,11,1.098,30,0,439
CLI4774,1,0,36,1,7,1,1,4,1988,3,27823,22,1.997,30,0,453
CLI4775,0,1,72,1,0,0,1,1,1952,1,46911,26,0.779,50,0,309
CLI4776,1,1,29,1,0,2,2,2,1995,3,21403,11,14.775,30,0,125
CLI4777,0,0,33,1,1,1,1,1,1991,3,30366,47,1.997,30,0,502
CLI4778,0,0,36,1,7,1,1,4,1988,3,27394,15,0.939,30,0,245
CLI4779,0,1,30,1,4,2,2,4,1994,3,26851,37,0.686,30,0,587
CLI4780,1,1,72,1,0,0,2,2,1952,1,68417,5,1.17,50,0,463
CLI4781,1,1,85,0,8,0,1,2,1939,0,124082,29,0.74,120,0,511
CLI4782,0,0,22,0,4,2,1,4,2002,2,23607,12,2.202,30,0,82
CLI4783,0,0,30,1,1,2,1,7,1994,3,19478,8,1.652,30,0,404
CLI4784,1,1,86,1,8,0,1,1,1938,0,124524,6,0.837,120,1,305
CLI4785,0,1,56,1,5,0,2,4,1968,1,27275,10,0.72,30,0,480
CLI4786,1,0,20,0,3,2,1,4,2004,2,14160,18,1.443,30,0,303
CLI4787,0,1,69,1,0,0,1,1,1955,1,57411,29,1.678,50,1,202
CLI4788,1,1,40,1,4,1,2,3,1984,3,93293,22,1.997,30,0,225
CLI4789,1,1,47,1,2,0,0,4,1977,1,72130,28,1.756,80,0,599
CLI4790,1,1,51,1,2,0,0,4,1973,1,56308,9,0.915,80,0,67
CLI4791,1,0,56,1,0,0,1,3,1968,1,86807,23,1.482,80,0,313
CLI4792,1,0,47,1,4,0,1,1,1977,1,32732,26,1.717,30,1,291
CLI4793,0,1,47,1,0,0,2,2,1977,1,117570,44,1.326,50,0,182
CLI4794,0,0,41,1,7,1,1,1,1983,3,38477,37,1.721,50,0,174
CLI4795,0,1,69,0,0,0,2,5,1955,1,51546,36,1.228,30,0,119
CLI4796,1,0,33,0,5,1,1,5,1991,3,22914,9,1.767,30,0,385
CLI4797,0,1,41,1,7,1,2,2,1983,3,95565,11,0.962,50,0,126
CLI4798,1,1,58,0,0,0,2,3,1966,1,87545,15,1.541,30,0,510
CLI4799,0,1,29,1,3,2,0,7,1995,3,24188,17,2.099,30,0,44
CLI4800,1,1,44,1,0,0,2,2,1980,1,80455,8,1.79,50,1,134
CLI4801,1,1,45,1,7,0,2,4,1979,1,28775,33,1.537,30,1,390
CLI4802,1,1,73,1,0,0,1,1,1951,1,92800,6,1.58,50,0,420
CLI4803,1,1,88,1,8,0,1,1,1936,0,94751,23,0.798,50,0,586
CLI4804,0,1,41,0,4,1,2,5,1983,3,122528,2,0.962,200,1,383
CLI4805,0,1,46,0,0,0,0,4,1978,1,102942,33,0.915,30,0,121
CLI4806,0,0,42,1,0,0,1,2,1982,3,44303,23,1.215,50,0,386
CLI4807,0,0,58,0,8,0,1,1,1966,1,82410,45,1.717,120,0,39
CLI4808,1,0,36,0,2,1,1,2,1988,3,21049,49,1.169,30,0,285
CLI4809,0,1,57,0,8,0,2,7,1967,1,43043,26,1.287,30,0,420
CLI4810,1,1,36,0,2,1,0,4,1988,3,22859,41,1.445,30,0,505
CLI4811,1,0,21,0,3,2,1,3,2003,2,16809,45,3.065,30,0,267
CLI4812,1,1,58,1,0,0,2,3,1966,1,96219,7,1.561,80,1,315
CLI4813,1,1,55,1,5,0,2,8,1969,1,108820,12,1.404,30,1,116
CLI4814,0,0,29,0,4,2,1,2,1995,3,31633,48,13.395,30,0,591
CLI4815,1,0,22,0,3,2,1,3,2002,2,22491,21,1.374,30,1,105
CLI4816,0,1,58,1,2,0,0,4,1966,1,60437,25,1.209,80,1,139
CLI4817,0,1,45,1,0,0,2,2,1979,1,89668,25,1.399,50,0,391
CLI4818,1,1,53,1,2,0,0,3,1971,1,82426,37,0.935,80,0,433
CLI4819,1,1,62,0,2,0,0,4,1962,1,67198,3,1.17,30,1,242
CLI4820,0,0,73,1,0,0,1,1,1951,1,72554,16,1.756,50,0,449
CLI4821,1,1,39,0,7,1,2,4,1985,3,31350,9,1.56,30,0,149
CLI4822,1,1,55,0,7,0,1,2,1969,1,86540,0,1.639,120,1,168
CLI4823,0,1,56,1,0,0,1,2,1968,1,115787,46,1.58,50,1,358
CLI4824,0,0,33,0,3,1,1,3,1991,3,29035,12,1.882,30,0,123
CLI4825,1,0,33,0,2,1,1,4,1991,3,19041,32,1.675,30,0,451
CLI4826,0,0,55,1,0,0,1,1,1969,1,66760,36,1.189,50,1,107
CLI4827,1,1,67,1,0,0,1,1,1957,1,22348,9,0.642,30,0,454
CLI4828,1,0,21,0,3,2,1,5,2003,2,12895,43,2.927,30,1,155
CLI4829,0,0,24,0,5,2,1,2,2000,2,22003,49,2.858,30,0,394
CLI4830,0,0,39,1,3,1,1,1,1985,3,19789,45,1.284,30,0,498
CLI4831,0,1,52,1,4,0,1,4,1972,1,55562,40,1.58,80,1,274
CLI4832,1,0,35,0,5,1,1,4,1989,3,20903,16,1.031,30,1,329
CLI4833,1,1,36,0,3,1,0,2,1988,3,27187,39,1.146,30,0,215
CLI4834,0,0,28,1,3,2,1,2,1996,3,25558,8,1.892,30,0,291
CLI4835,0,0,31,0,3,2,1,4,1993,3,27769,4,1.675,30,0,509
CLI4836,1,0,35,0,1,1,1,2,1989,3,27312,5,2.043,30,0,185
CLI4837,0,1,55,1,3,0,0,6,1969,1,116074,16,1.639,30,1,243
CLI4838,0,1,41,1,4,1,2,3,1983,3,97387,6,0.663,30,1,171
CLI4839,1,0,58,1,0,0,1,1,1966,1,90505,41,1.248,50,0,492
CLI4840,0,1,54,1,0,0,1,2,1970,1,68589,36,0.837,50,0,95
CLI4841,1,1,79,1,8,0,1,1,1945,0,38891,49,0.857,50,0,363
CLI4842,1,1,66,1,2,0,0,3,1958,1,68180,4,1.697,80,1,327
CLI4843,1,0,53,1,0,0,1,1,1971,1,43211,10,0.857,50,0,76
CLI4844,0,0,35,0,3,1,1,4,1989,3,18393,12,1.514,30,0,102
CLI4845,1,0,53,1,7,0,1,2,1971,1,77479,13,15.215,50,0,366
CLI4846,0,0,36,1,7,1,1,1,1988,3,20131,15,1.008,30,0,327
CLI4847,0,1,29,0,4,2,1,2,1995,3,28710,27,2.754,30,0,341
CLI4848,0,1,42,1,0,0,2,4,1982,3,121024,4,1.744,200,0,389
CLI4849,0,1,62,1,0,0,1,1,1962,1,31762,25,0.994,30,0,159
CLI4850,0,0,45,1,7,0,1,1,1979,1,27387,40,1.008,30,0,232
CLI4851,0,1,47,1,4,0,0,4,1977,1,45001,24,1.678,30,0,368
CLI4852,0,1,56,1,0,0,2,2,1968,1,55352,16,1.326,50,1,211
CLI4853,0,1,52,1,0,0,2,2,1972,1,22963,41,1.052,30,0,455
CLI4854,1,0,31,1,0,2,1,3,1993,3,22944,45,0.778,30,0,230
CLI4855,1,0,22,0,3,2,1,2,2002,2,18783,14,2.237,30,1,400
CLI4856,0,1,42,0,0,0,1,3,1982,3,101383,32,1.629,30,0,541
CLI4857,1,1,63,1,2,0,0,3,1961,1,70048,14,0.857,80,0,393
CLI4858,0,1,31,0,4,2,2,2,1993,3,21368,16,0.824,30,0,103
CLI4859,1,0,43,1,0,0,1,1,1981,3,113372,38,1.215,50,0,406
CLI4860,1,1,98,1,6,0,0,2,1926,0,101479,44,1.697,50,0,195
CLI4861,0,1,89,1,8,0,2,2,1935,0,33438,42,1.658,30,0,125
CLI4862,1,0,36,1,7,1,1,4,1988,3,22573,39,1.284,30,1,343
CLI4863,1,1,35,1,0,1,2,2,1989,3,19893,39,1.261,30,0,419
CLI4864,1,1,87,0,8,0,1,1,1937,0,91629,37,0.955,120,1,242
CLI4865,0,1,45,1,0,0,2,3,1979,1,123763,42,2.066,200,0,522
CLI4866,1,1,47,1,0,0,2,2,1977,1,45443,43,11.305,50,1,123
CLI4867,0,1,75,0,5,0,2,2,1949,1,67907,40,1.678,30,0,476
CLI4868,0,1,64,1,0,0,1,2,1960,1,53928,30,1.033,50,0,512
CLI4869,1,1,56,1,7,0,2,5,1968,1,118025,8,0.72,30,0,505
CLI4870,1,1,52,1,0,0,1,2,1972,1,100043,34,0.818,50,1,265
CLI4871,0,1,61,1,1,0,2,3,1963,1,109131,36,1.482,80,0,511
CLI4872,0,0,43,1,0,0,1,1,1981,3,84599,10,1.652,50,0,347
CLI4873,0,0,36,1,3,1,1,5,1988,3,28778,8,1.491,30,1,122
CLI4874,0,1,68,1,0,0,1,1,1956,1,48105,21,0.955,50,0,590
CLI4875,1,1,56,0,2,0,0,4,1968,1,27839,47,1.052,30,0,69
CLI4876,1,0,32,1,7,1,1,3,1992,3,18890,30,1.882,30,0,470
CLI4877,0,0,53,1,0,0,1,1,1971,1,45238,16,1.717,50,0,38
CLI4878,1,0,45,0,4,0,1,7,1979,1,110821,45,0.962,30,0,423
CLI4879,1,0,46,1,3,0,1,1,1978,1,59084,35,0.661,50,1,321
CLI4880,0,0,22,0,3,2,1,3,2002,2,18753,40,13.395,30,0,449
CLI4881,0,1,66,1,0,0,2,4,1958,1,71464,11,0.915,80,1,234
CLI4882,0,1,79,1,8,0,0,2,1945,0,116401,28,0.779,50,1,274
CLI4883,1,0,28,1,7,2,1,1,1996,3,21028,25,2.03,30,1,375
CLI4884,0,1,63,1,5,0,2,4,1961,1,88296,20,1.717,80,0,452
CLI4885,0,1,44,1,4,0,2,4,1980,1,34438,38,0.663,30,1,231
CLI4886,1,1,39,0,5,1,1,2,1985,3,27444,4,1.445,30,0,448
CLI4887,0,1,34,1,4,1,1,2,1990,3,20457,11,0.847,30,0,272
CLI4888,0,1,86,0,8,0,1,1,1938,0,123190,25,0.818,120,0,319
CLI4889,0,0,45,1,0,0,1,1,1979,1,25084,19,1.836,30,1,339
CLI4890,1,1,63,1,0,0,2,3,1961,1,96623,32,1.561,80,1,118
CLI4891,0,1,45,1,6,0,1,3,1979,1,27736,21,0.939,30,0,480
CLI4892,1,1,54,1,0,0,1,2,1970,1,115507,20,1.17,50,1,313
CLI4893,1,0,44,0,4,0,1,2,1980,1,32043,30,1.767,30,1,109
CLI4894,1,1,98,1,8,0,1,2,1926,0,54784,7,1.385,50,0,580
CLI4895,1,1,67,1,2,0,0,2,1957,1,104191,14,0.896,50,0,84
CLI4896,0,1,42,0,7,0,2,3,1982,3,99977,26,1.721,30,1,337
CLI4897,0,1,64,1,5,0,2,3,1960,1,72912,40,0.915,80,0,335
CLI4898,0,1,51,1,0,0,2,2,1973,1,50361,32,1.443,50,1,244
CLI4899,0,0,24,0,4,2,1,3,2000,2,20814,44,2.237,30,0,235
CLI4900,1,1,43,1,7,0,2,2,1981,3,60762,38,1.606,50,0,65
CLI4901,0,1,64,1,4,0,2,4,1960,1,22664,23,0.564,30,0,579
CLI4902,0,1,42,1,0,0,2,2,1982,3,51928,17,1.882,50,0,356
CLI4903,1,1,31,0,0,2,2,2,1993,3,21572,17,1.721,30,0,432
CLI4904,0,1,39,1,0,1,0,4,1985,3,27187,23,1.008,30,0,361
CLI4905,0,1,77,1,8,0,0,2,1947,1,97889,18,1.6,50,0,512
CLI4906,1,1,33,0,2,1,0,4,1991,3,19919,1,1.767,30,0,414
CLI4907,1,1,61,0,7,0,1,1,1963,1,108723,34,1.717,120,0,209
CLI4908,0,1,63,1,0,0,1,1,1961,1,125933,36,1.248,50,0,175
CLI4909,0,1,24,0,3,2,1,6,2000,2,16545,29,2.064,30,1,162
CLI4910,1,1,69,1,7,0,2,4,1955,1,96792,42,0.955,80,0,405
CLI4911,0,0,46,1,2,0,1,1,1978,1,32821,38,1.17,30,0,599
CLI4912,1,1,30,1,3,2,0,3,1994,3,21317,25,1.422,30,1,279
CLI4913,0,0,47,1,0,0,1,1,1977,1,128524,21,1.717,50,0,152
CLI4914,1,1,76,0,2,0,0,4,1948,1,83296,26,1.013,30,0,586
CLI4915,1,1,74,1,2,0,1,1,1950,1,49007,43,1.404,50,0,164
CLI4916,1,1,79,1,6,0,1,1,1945,0,89520,44,0.661,50,0,464
CLI4917,0,1,98,1,8,0,1,1,1926,0,32074,30,0.915,30,0,568
CLI4918,1,1,29,1,2,2,1,3,1995,3,19870,32,1.443,30,1,131
CLI4919,0,0,58,1,0,0,1,1,1966,1,108116,6,1.619,50,1,301
CLI4920,1,1,54,1,0,0,2,4,1970,1,129847,46,1.756,80,0,143
CLI4921,0,0,31,0,0,2,1,5,1993,3,26958,17,1.951,30,1,252
CLI4922,1,1,57,1,2,0,0,4,1967,1,58348,8,1.6,80,1,124
CLI4923,1,1,47,1,2,0,0,4,1977,1,85085,36,1.365,80,0,106
CLI4924,1,1,42,0,0,0,0,5,1982,3,96049,46,1.767,30,0,527
CLI4925,0,1,30,0,1,2,2,2,1994,3,28638,25,1.767,30,0,269
CLI4926,1,0,20,0,3,2,1,4,2004,2,13261,12,1.098,30,0,450
CLI4927,1,1,65,1,7,0,1,3,1959,1,26151,19,0.974,30,1,335
CLI4928,1,0,24,0,3,2,1,3,2000,2,18312,5,11.325,30,0,209
CLI4929,1,0,35,1,5,1,1,4,1989,3,28661,35,2.02,30,0,560
CLI4930,0,1,39,1,0,1,1,2,1985,3,19673,17,1.008,30,1,248
CLI4931,1,1,56,1,0,0,2,4,1968,1,70724,7,1.189,80,0,96
CLI4932,0,0,24,0,3,2,1,6,2000,2,21629,17,2.064,30,0,97
CLI4933,1,1,54,0,2,0,0,3,1970,1,42584,17,0.74,30,0,200
CLI4934,0,1,46,1,0,0,1,1,1978,1,88651,17,1.365,50,1,279
